name,year,bat,g,ab,h,ba,bb,dbl,dbl.pg,pg,hr,hr.pg,sb,cs,sba,sb.pg,sf,sh,tb,slg.pct,trp,trp.pg,r,r.pg,through
N.C. A&T,2010,besr,31,1051,321,0.305,122,31,54,1.74,38,1.23,56,21,77,1.81,12,10,503,0.479,7,0.23,241,7.8,4/11/10
Citadel,2010,besr,34,1179,360,0.305,112,34,61,1.79,33,0.97,49,20,69,1.44,11,24,548,0.465,14,0.41,227,6.7,4/11/10
Memphis,2010,besr,32,1170,357,0.305,111,32,58,1.81,28,0.88,48,19,67,1.5,12,12,517,0.442,9,0.28,223,7,4/11/10
Missouri,2010,besr,31,1098,335,0.305,144,31,70,2.26,31,1,20,6,26,0.65,23,8,514,0.468,8,0.26,249,8,4/11/10
Florida St.,2010,besr,32,1090,332,0.305,199,32,60,1.88,35,1.09,37,10,47,1.16,17,14,527,0.483,15,0.47,277,8.7,4/11/10
Villanova,2010,besr,29,1015,309,0.304,137,29,57,1.97,7,0.24,66,13,79,2.28,13,26,413,0.407,13,0.45,201,6.9,4/11/10
Jacksonville,2010,besr,33,1160,353,0.304,167,33,71,2.15,38,1.15,43,15,58,1.3,15,20,550,0.474,6,0.18,258,7.8,4/11/10
Texas Tech,2010,besr,35,1214,368,0.303,158,35,95,2.71,35,1,37,18,55,1.06,6,15,594,0.489,13,0.37,255,7.3,4/11/10
Bowling Green,2010,besr,27,947,287,0.303,87,27,51,1.89,16,0.59,33,10,43,1.22,14,27,412,0.435,13,0.48,178,6.6,4/11/10
Southeastern La.,2010,besr,33,1089,330,0.303,162,33,77,2.33,22,0.67,52,22,74,1.58,11,40,487,0.447,7,0.21,253,7.7,4/11/10
Austin Peay,2010,besr,32,1132,343,0.303,146,32,73,2.28,23,0.72,84,21,105,2.63,14,16,505,0.446,10,0.31,256,8,4/11/10
Kentucky,2010,besr,33,1120,339,0.303,125,33,55,1.67,47,1.42,72,17,89,2.18,15,26,547,0.488,6,0.18,240,7.3,4/11/10
Washington St.,2010,besr,28,955,288,0.302,93,28,68,2.43,15,0.54,38,14,52,1.36,13,16,413,0.432,6,0.21,190,6.8,4/11/10
La Salle,2010,besr,29,989,298,0.301,93,29,48,1.66,9,0.31,25,12,37,0.86,11,9,395,0.399,11,0.38,163,5.6,4/11/10
Army,2010,besr,26,830,250,0.301,88,26,40,1.54,16,0.62,28,11,39,1.08,17,24,354,0.427,8,0.31,155,6,4/11/10
Fla. Atlantic,2010,besr,32,1101,331,0.301,149,32,71,2.22,32,1,30,11,41,0.94,16,16,512,0.465,7,0.22,213,6.7,4/11/10
Dartmouth,2010,besr,24,815,245,0.301,102,24,47,1.96,15,0.63,13,11,24,0.54,14,8,359,0.44,11,0.46,147,6.1,4/11/10
Ole Miss,2010,besr,33,1165,350,0.3,158,33,66,2,30,0.91,43,8,51,1.3,15,6,516,0.443,5,0.15,243,7.4,4/11/10
Elon,2010,besr,33,1185,356,0.3,157,33,65,1.97,43,1.3,52,16,68,1.58,15,13,566,0.478,8,0.24,278,8.4,4/11/10
Utah,2010,besr,29,996,299,0.3,96,29,39,1.34,31,1.07,39,13,52,1.34,13,23,449,0.451,9,0.31,183,6.3,4/11/10
Florida,2010,besr,31,1056,317,0.3,134,31,53,1.71,34,1.1,49,19,68,1.58,11,11,488,0.462,8,0.26,210,6.8,4/11/10
Wofford,2010,besr,31,1128,338,0.3,129,31,82,2.65,30,0.97,36,10,46,1.16,14,11,524,0.465,7,0.23,228,7.4,4/11/10
UC Davis,2010,besr,27,909,272,0.299,78,27,46,1.7,9,0.33,26,15,41,0.96,15,21,347,0.382,1,0.04,152,5.6,4/11/10
Kansas,2010,besr,33,1143,342,0.299,155,33,77,2.33,16,0.48,15,2,17,0.45,24,13,489,0.428,11,0.33,231,7,4/11/10
Miami (FL),2010,besr,32,1113,333,0.299,158,32,72,2.25,41,1.28,63,17,80,1.97,17,34,562,0.505,17,0.53,254,7.9,4/11/10
Sacred Heart,2010,besr,28,926,277,0.299,74,28,61,2.18,16,0.57,40,5,45,1.43,14,9,410,0.443,12,0.43,167,6,4/11/10
Siena,2010,besr,30,1120,335,0.299,100,30,56,1.87,32,1.07,41,9,50,1.37,9,13,499,0.446,6,0.2,199,6.6,4/11/10
Wichita St.,2010,besr,31,1077,322,0.299,142,31,62,2,37,1.19,57,10,67,1.84,16,9,517,0.48,11,0.35,249,8,4/11/10
Western Ill.,2010,besr,27,944,282,0.299,120,27,52,1.93,22,0.81,25,11,36,0.93,12,14,412,0.436,6,0.22,181,6.7,4/11/10
San Diego,2010,besr,31,1042,311,0.298,112,31,49,1.58,21,0.68,37,17,54,1.19,14,24,445,0.427,11,0.35,181,5.8,4/11/10
Northern Colo.,2010,besr,27,981,292,0.298,108,27,56,2.07,22,0.81,15,8,23,0.56,10,9,428,0.436,7,0.26,185,6.9,4/11/10
La.-Lafayette,2010,besr,32,1093,325,0.297,102,32,60,1.88,23,0.72,61,15,76,1.91,21,31,482,0.441,14,0.44,215,6.7,4/11/10
UT Martin,2010,besr,31,1067,317,0.297,111,31,61,1.97,41,1.32,59,16,75,1.9,14,13,507,0.475,3,0.1,211,6.8,4/11/10
Towson,2010,besr,32,1152,342,0.297,139,32,78,2.44,26,0.81,39,15,54,1.22,9,NA,512,0.444,7,0.22,202,6.3,4/11/10
Rhode Island,2010,besr,28,1011,300,0.297,100,28,59,2.11,14,0.5,51,25,76,1.82,9,16,419,0.414,9,0.32,177,6.3,4/11/10
Tex.-Pan American,2010,besr,26,900,267,0.297,139,26,50,1.92,11,0.42,15,6,21,0.58,9,16,364,0.404,7,0.27,180,6.9,4/11/10
UNC Wilmington,2010,besr,32,1123,333,0.297,145,32,58,1.81,30,0.94,46,9,55,1.44,15,28,493,0.439,6,0.19,235,7.3,4/11/10
Georgetown,2010,besr,31,1113,330,0.296,129,31,67,2.16,36,1.16,41,16,57,1.32,12,20,521,0.468,8,0.26,219,7.1,4/11/10
Long Beach St.,2010,besr,28,948,281,0.296,78,28,59,2.11,8,0.29,31,26,57,1.11,6,35,380,0.401,8,0.29,159,5.7,4/11/10
Central Mich.,2010,besr,29,1017,301,0.296,115,29,69,2.38,12,0.41,26,12,38,0.9,11,15,414,0.407,4,0.14,196,6.8,4/11/10
VCU,2010,besr,32,1093,323,0.296,89,32,54,1.69,14,0.44,55,22,77,1.72,10,11,437,0.4,9,0.28,204,6.4,4/11/10
Saint Joseph's,2010,besr,25,874,258,0.295,89,25,43,1.72,16,0.64,23,6,29,0.92,13,12,373,0.427,12,0.48,161,6.4,4/11/10
Butler,2010,besr,24,834,246,0.295,104,24,60,2.5,8,0.33,16,15,31,0.67,5,7,340,0.408,5,0.21,156,6.5,4/11/10
Kent St.,2010,besr,34,1221,360,0.295,142,34,89,2.62,34,1,20,13,33,0.59,15,15,571,0.468,10,0.29,235,6.9,4/11/10
Grambling,2010,besr,28,954,281,0.295,120,28,47,1.68,22,0.79,79,16,95,2.82,16,21,400,0.419,3,0.11,202,7.2,4/11/10
South Carolina,2010,besr,32,1090,321,0.294,152,32,62,1.94,36,1.13,17,11,28,0.53,13,32,507,0.465,8,0.25,235,7.3,4/11/10
Coppin St.,2010,besr,27,816,240,0.294,114,27,45,1.67,5,0.19,70,14,84,2.59,11,8,312,0.382,6,0.22,154,5.7,4/11/10
Sam Houston St.,2010,besr,33,1168,343,0.294,130,33,57,1.73,23,0.7,37,12,49,1.12,12,18,477,0.408,4,0.12,196,5.9,4/11/10
Ball St.,2010,besr,30,1095,321,0.293,115,30,66,2.2,33,1.1,39,12,51,1.3,12,12,496,0.453,5,0.17,211,7,4/11/10
Illinois St.,2010,besr,29,1000,293,0.293,150,29,66,2.28,18,0.62,60,15,75,2.07,12,16,435,0.435,11,0.38,213,7.3,4/11/10
Connecticut,2010,besr,29,1024,300,0.293,124,29,61,2.1,38,1.31,71,13,84,2.45,8,12,505,0.493,15,0.52,222,7.7,4/11/10
Lamar,2010,besr,33,1128,330,0.293,150,33,78,2.36,18,0.55,43,12,55,1.3,18,18,474,0.42,6,0.18,223,6.8,4/11/10
St. Bonaventure,2010,besr,23,824,241,0.292,91,23,43,1.87,21,0.91,24,7,31,1.04,6,6,365,0.443,9,0.39,154,6.7,4/11/10
Ohio,2010,besr,29,1019,298,0.292,100,29,54,1.86,34,1.17,19,5,24,0.66,8,11,462,0.453,4,0.14,193,6.7,4/11/10
San Jose St.,2010,besr,30,1030,301,0.292,95,30,48,1.6,9,0.3,21,12,33,0.7,12,26,384,0.373,4,0.13,171,5.7,4/11/10
Bradley,2010,besr,26,883,258,0.292,86,26,46,1.77,12,0.46,42,19,61,1.62,13,34,354,0.401,7,0.27,134,5.2,4/11/10
William & Mary,2010,besr,31,1038,303,0.292,164,31,66,2.13,15,0.48,54,22,76,1.74,22,17,422,0.407,4,0.13,219,7.1,4/11/10
Alcorn,2010,besr,31,1025,299,0.292,155,31,58,1.87,17,0.55,43,15,58,1.39,19,10,432,0.421,12,0.39,268,8.6,4/11/10
Gonzaga,2010,besr,30,1081,315,0.291,100,30,66,2.2,29,0.97,21,12,33,0.7,13,7,484,0.448,8,0.27,196,6.5,4/11/10
Minnesota,2010,besr,32,1126,328,0.291,103,32,68,2.13,12,0.38,22,23,45,0.69,13,9,452,0.401,10,0.31,158,4.9,4/11/10
UC Santa Barbara,2010,besr,26,909,264,0.29,91,26,44,1.69,23,0.88,21,9,30,0.81,11,17,403,0.443,13,0.5,177,6.8,4/11/10
Winthrop,2010,besr,31,1040,302,0.29,126,31,60,1.94,29,0.94,29,21,50,0.94,8,39,463,0.445,7,0.23,197,6.4,4/11/10
Northwestern,2010,besr,30,1068,310,0.29,104,30,54,1.8,10,0.33,30,12,42,1,7,18,418,0.391,12,0.4,150,5,4/11/10
UALR,2010,besr,34,1169,339,0.29,166,34,79,2.32,28,0.82,53,13,66,1.56,18,17,516,0.441,7,0.21,273,8,4/11/10
Ga. Southern,2010,besr,32,1119,324,0.29,155,32,55,1.72,24,0.75,46,9,55,1.44,16,19,459,0.41,4,0.13,221,6.9,4/11/10
Sacramento St.,2010,besr,28,1019,295,0.289,110,28,55,1.96,24,0.86,21,8,29,0.75,4,15,430,0.422,4,0.14,180,6.4,4/11/10
Loyola Marymount,2010,besr,30,1020,295,0.289,82,30,63,2.1,31,1.03,25,13,38,0.83,7,16,461,0.452,5,0.17,184,6.1,4/11/10
West Virginia,2010,besr,32,1076,311,0.289,109,32,62,1.94,25,0.78,23,6,29,0.72,13,50,456,0.424,4,0.13,192,6,4/11/10
Binghamton,2010,besr,24,834,241,0.289,72,24,41,1.71,15,0.63,31,9,40,1.29,8,11,339,0.406,6,0.25,137,5.7,4/11/10
Mt. St. Mary's,2010,besr,28,924,267,0.289,114,28,51,1.82,17,0.61,32,13,45,1.14,11,17,379,0.41,5,0.18,151,5.4,4/11/10
Richmond,2010,besr,30,1066,308,0.289,159,30,56,1.87,33,1.1,51,19,70,1.7,12,27,469,0.44,3,0.1,225,7.5,4/11/10
Portland,2010,besr,28,966,279,0.289,80,28,40,1.43,19,0.68,25,13,38,0.89,7,24,402,0.416,13,0.46,166,5.9,4/11/10
UC Riverside,2010,besr,26,894,258,0.289,73,26,60,2.31,23,0.88,7,8,15,0.27,15,11,405,0.453,9,0.35,154,5.9,4/11/10
Eastern Mich.,2010,besr,32,1124,324,0.288,129,32,63,1.97,21,0.66,33,7,40,1.03,20,17,464,0.413,7,0.22,205,6.4,4/11/10
Hartford,2010,besr,23,771,222,0.288,65,23,48,2.09,14,0.61,25,7,32,1.09,11,9,322,0.418,5,0.22,140,6.1,4/11/10
Texas-Arlington,2010,besr,32,1130,325,0.288,118,32,57,1.78,24,0.75,22,14,36,0.69,7,17,462,0.409,4,0.13,186,5.8,4/11/10
North Dakota St.,2010,besr,25,859,247,0.288,87,25,45,1.8,13,0.52,14,4,18,0.56,4,11,349,0.406,9,0.36,170,6.8,4/11/10
Duke,2010,besr,32,1068,307,0.287,115,32,62,1.94,24,0.75,42,15,57,1.31,18,21,461,0.432,10,0.31,200,6.3,4/11/10
Southern California,2010,besr,32,1096,315,0.287,113,32,60,1.88,31,0.97,23,20,43,0.72,17,27,484,0.442,8,0.25,177,5.5,4/11/10
Texas Southern,2010,besr,36,1159,333,0.287,200,36,64,1.78,16,0.44,70,24,94,1.94,22,36,473,0.408,14,0.39,270,7.5,4/11/10
Wagner,2010,besr,25,825,237,0.287,76,25,43,1.72,17,0.68,48,7,55,1.92,5,12,343,0.416,6,0.24,144,5.8,4/11/10
Florida A&M,2010,besr,24,794,228,0.287,77,24,37,1.54,14,0.58,59,14,73,2.46,10,6,327,0.412,10,0.42,144,6,4/11/10
Notre Dame,2010,besr,30,1052,302,0.287,106,30,58,1.93,22,0.73,20,7,27,0.67,21,23,442,0.42,8,0.27,182,6.1,4/11/10
Hofstra,2010,besr,26,872,250,0.287,90,26,43,1.65,21,0.81,36,20,56,1.38,10,10,360,0.413,2,0.08,154,5.9,4/11/10
New Orleans,2010,besr,30,1043,299,0.287,108,30,60,2,32,1.07,33,13,46,1.1,15,15,463,0.444,4,0.13,187,6.2,4/11/10
Southern Utah,2010,besr,30,1071,307,0.287,93,30,61,2.03,18,0.6,17,18,35,0.57,5,7,434,0.405,6,0.2,166,5.5,4/11/10
Ill.-Chicago,2010,besr,23,790,226,0.286,88,23,51,2.22,18,0.78,26,15,41,1.13,13,17,353,0.447,11,0.48,146,6.3,4/11/10
Lipscomb,2010,besr,33,1184,338,0.285,121,33,59,1.79,28,0.85,61,15,76,1.85,13,15,509,0.43,14,0.42,238,7.2,4/11/10
Penn St.,2010,besr,30,1062,303,0.285,116,30,47,1.57,23,0.77,42,13,55,1.4,17,20,439,0.413,10,0.33,180,6,4/11/10
San Diego St.,2010,besr,32,1105,315,0.285,172,32,49,1.53,19,0.59,49,22,71,1.53,15,18,433,0.392,6,0.19,207,6.5,4/11/10
Georgia,2010,besr,32,1131,322,0.285,125,32,69,2.16,31,0.97,39,12,51,1.22,12,9,502,0.444,9,0.28,193,6,4/11/10
Marshall,2010,besr,30,1034,294,0.284,118,30,57,1.9,27,0.9,41,11,52,1.37,6,11,454,0.439,11,0.37,195,6.5,4/11/10
Massachusetts,2010,besr,21,746,212,0.284,60,21,43,2.05,17,0.81,8,7,15,0.38,3,15,312,0.418,3,0.14,100,4.8,4/11/10
Iowa,2010,besr,28,951,270,0.284,99,28,46,1.64,10,0.36,49,17,66,1.75,13,23,360,0.379,7,0.25,165,5.9,4/11/10
Buffalo,2010,besr,27,937,266,0.284,130,27,64,2.37,27,1,48,5,53,1.78,13,5,421,0.449,5,0.19,182,6.7,4/11/10
Le Moyne,2010,besr,35,1152,327,0.284,107,35,63,1.8,25,0.71,40,14,54,1.14,19,26,475,0.412,5,0.14,209,6,4/11/10
Northeastern,2010,besr,19,646,183,0.283,63,19,38,2,5,0.26,17,10,27,0.89,12,10,246,0.381,5,0.26,102,5.4,4/11/10
Lehigh,2010,besr,30,971,275,0.283,94,30,46,1.53,12,0.4,29,16,45,0.97,15,23,369,0.38,6,0.2,160,5.3,4/11/10
Tennessee,2010,besr,33,1137,321,0.282,159,33,63,1.91,40,1.21,45,15,60,1.36,13,15,512,0.45,4,0.12,234,7.1,4/11/10
Miami (OH),2010,besr,30,1043,294,0.282,90,30,54,1.8,30,1,37,9,46,1.23,10,15,454,0.435,8,0.27,205,6.8,4/11/10
UAB,2010,besr,30,1001,282,0.282,167,30,44,1.47,25,0.83,54,6,60,1.8,11,23,423,0.423,11,0.37,218,7.3,4/11/10
South Fla.,2010,besr,32,1090,307,0.282,88,32,69,2.16,17,0.53,34,11,45,1.06,11,21,433,0.397,3,0.09,188,5.9,4/11/10
Boston College,2010,besr,31,1051,296,0.282,117,31,52,1.68,33,1.06,33,26,59,1.06,7,30,467,0.444,10,0.32,182,5.9,4/11/10
Oral Roberts,2010,besr,29,985,277,0.281,134,29,39,1.34,32,1.1,27,10,37,0.93,9,22,420,0.426,4,0.14,177,6.1,4/11/10
Central Ark.,2010,besr,31,1068,300,0.281,118,31,64,2.06,17,0.55,36,7,43,1.16,17,19,429,0.402,7,0.23,175,5.6,4/11/10
Davidson,2010,besr,32,1111,312,0.281,129,32,67,2.09,28,0.88,41,24,65,1.28,12,15,481,0.433,9,0.28,237,7.4,4/11/10
Furman,2010,besr,32,1087,305,0.281,98,32,49,1.53,42,1.31,39,16,55,1.22,14,16,500,0.46,10,0.31,196,6.1,4/11/10
St. Mary's (CA),2010,besr,28,966,271,0.281,82,28,47,1.68,27,0.96,22,13,35,0.79,7,39,409,0.423,5,0.18,150,5.4,4/11/10
Cornell,2010,besr,20,653,183,0.28,51,20,52,2.6,15,0.75,13,10,23,0.65,7,5,292,0.447,6,0.3,97,4.9,4/11/10
Stanford,2010,besr,27,930,260,0.28,113,27,54,2,15,0.56,25,6,31,0.93,11,8,375,0.403,8,0.3,157,5.8,4/11/10
Southern U.,2010,besr,23,798,223,0.279,100,23,54,2.35,12,0.52,41,8,49,1.78,7,5,337,0.422,12,0.52,172,7.5,4/11/10
Lafayette,2010,besr,27,888,248,0.279,68,27,52,1.93,15,0.56,31,10,41,1.15,10,11,355,0.4,5,0.19,132,4.9,4/11/10
Temple,2010,besr,27,960,268,0.279,74,27,50,1.85,18,0.67,19,7,26,0.7,21,7,378,0.394,3,0.11,142,5.3,4/11/10
San Francisco,2010,besr,31,1061,296,0.279,96,31,85,2.74,32,1.03,21,13,34,0.68,14,14,483,0.455,3,0.1,173,5.6,4/11/10
Creighton,2010,besr,26,911,254,0.279,90,26,59,2.27,29,1.12,22,11,33,0.85,12,37,416,0.457,8,0.31,174,6.7,4/11/10
Cal Poly,2010,besr,30,1051,293,0.279,119,30,59,1.97,20,0.67,28,8,36,0.93,15,19,438,0.417,13,0.43,183,6.1,4/11/10
Fairleigh Dickinson,2010,besr,25,815,227,0.279,108,25,40,1.6,13,0.52,27,12,39,1.08,11,9,320,0.393,7,0.28,153,6.1,4/11/10
Houston,2010,besr,30,1036,288,0.278,118,30,37,1.23,19,0.63,39,13,52,1.3,10,17,406,0.392,12,0.4,165,5.5,4/11/10
Mississippi St.,2010,besr,32,1062,295,0.278,149,32,61,1.91,34,1.06,40,11,51,1.25,15,24,476,0.448,9,0.28,205,6.4,4/11/10
Stony Brook,2010,besr,27,959,266,0.277,85,27,35,1.3,22,0.81,26,10,36,0.96,9,10,379,0.395,6,0.22,142,5.3,4/11/10
Alabama A&M,2010,besr,33,970,269,0.277,120,33,50,1.52,12,0.36,89,21,110,2.7,12,11,373,0.385,9,0.27,202,6.1,4/11/10
Evansville,2010,besr,31,1057,293,0.277,97,31,68,2.19,26,0.84,71,21,92,2.29,14,22,453,0.429,7,0.23,193,6.2,4/11/10
Charleston So.,2010,besr,35,1223,339,0.277,120,35,59,1.69,37,1.06,38,12,50,1.09,12,16,513,0.419,2,0.06,197,5.6,4/11/10
Fairfield,2010,besr,26,884,245,0.277,105,26,59,2.27,15,0.58,27,12,39,1.04,6,14,361,0.408,6,0.23,165,6.3,4/11/10
Washington,2010,besr,30,994,275,0.277,109,30,60,2,16,0.53,18,13,31,0.6,6,36,395,0.397,6,0.2,173,5.8,4/11/10
Oregon,2010,besr,32,1036,286,0.276,123,32,49,1.53,11,0.34,42,13,55,1.31,6,38,378,0.365,5,0.16,183,5.7,4/11/10
Missouri St.,2010,besr,31,1060,292,0.275,133,31,59,1.9,23,0.74,30,12,42,0.97,11,24,424,0.4,2,0.06,161,5.2,4/11/10
Fordham,2010,besr,30,1090,300,0.275,98,30,65,2.17,11,0.37,36,15,51,1.2,10,10,408,0.374,5,0.17,164,5.5,4/11/10
Duquesne,2010,besr,31,1076,296,0.275,141,31,51,1.65,26,0.84,72,15,87,2.32,9,13,431,0.401,3,0.1,179,5.8,4/11/10
Nicholls St.,2010,besr,31,1022,281,0.275,93,31,39,1.26,14,0.45,45,18,63,1.45,12,32,390,0.382,14,0.45,191,6.2,4/11/10
Texas,2010,besr,33,1075,295,0.274,148,33,60,1.82,37,1.12,43,11,54,1.3,9,38,480,0.447,7,0.21,203,6.2,4/11/10
Eastern Ill.,2010,besr,30,1023,279,0.273,111,30,52,1.73,20,0.67,24,8,32,0.8,8,24,395,0.386,2,0.07,163,5.4,4/11/10
Niagara,2010,besr,30,1036,282,0.272,104,30,51,1.7,15,0.5,49,13,62,1.63,11,13,386,0.373,4,0.13,164,5.5,4/11/10
UNC Asheville,2010,besr,28,983,267,0.272,92,28,53,1.89,13,0.46,15,3,18,0.54,8,13,363,0.369,2,0.07,143,5.1,4/11/10
Prairie View,2010,besr,30,980,266,0.271,107,30,64,2.13,3,0.1,32,10,42,1.07,14,30,351,0.358,6,0.2,167,5.6,4/11/10
Western Mich.,2010,besr,28,958,260,0.271,97,28,43,1.54,16,0.57,10,5,15,0.36,14,20,373,0.389,11,0.39,142,5.1,4/11/10
Radford,2010,besr,29,1001,270,0.27,117,29,53,1.83,16,0.55,69,18,87,2.38,8,17,385,0.385,7,0.24,159,5.5,4/11/10
La.-Monroe,2010,besr,32,1102,297,0.27,123,32,55,1.72,20,0.63,24,10,34,0.75,13,10,420,0.381,4,0.13,182,5.7,4/11/10
Mississippi Val.,2010,besr,32,965,260,0.269,142,32,55,1.72,6,0.19,85,22,107,2.66,15,24,355,0.368,11,0.34,198,6.2,4/11/10
UTSA,2010,besr,30,1017,274,0.269,91,30,63,2.1,38,1.27,15,8,23,0.5,7,11,467,0.459,8,0.27,190,6.3,4/11/10
Old Dominion,2010,besr,36,1198,321,0.268,155,36,76,2.11,34,0.94,11,7,18,0.31,14,26,507,0.423,4,0.11,196,5.4,4/11/10
Saint Peter's,2010,besr,28,938,251,0.268,103,28,54,1.93,15,0.54,42,9,51,1.5,10,14,356,0.38,3,0.11,141,5,4/11/10
IPFW,2010,besr,29,992,264,0.266,85,29,45,1.55,31,1.07,15,14,29,0.52,5,4,406,0.409,2,0.07,138,4.8,4/11/10
Hawaii,2010,besr,32,1027,273,0.266,137,32,48,1.5,24,0.75,17,13,30,0.53,13,20,411,0.4,9,0.28,174,5.4,4/11/10
Cleveland St.,2010,besr,22,762,202,0.265,74,22,41,1.86,18,0.82,23,12,35,1.05,6,11,311,0.408,7,0.32,139,6.3,4/11/10
Oakland,2010,besr,24,789,209,0.265,71,24,44,1.83,10,0.42,25,12,37,1.04,7,10,289,0.366,3,0.13,91,3.8,4/11/10
LIU Brooklyn,2010,besr,28,852,225,0.264,93,28,44,1.57,13,0.46,26,18,44,0.93,7,24,316,0.371,4,0.14,119,4.3,4/11/10
Delaware St.,2010,besr,26,818,216,0.264,132,26,48,1.85,14,0.54,10,7,17,0.38,15,14,308,0.377,1,0.04,170,6.5,4/11/10
UMBC,2010,besr,24,811,214,0.264,93,24,40,1.67,8,0.33,18,5,23,0.75,10,12,282,0.348,2,0.08,119,5,4/11/10
Oregon St.,2010,besr,28,941,248,0.264,130,28,60,2.14,18,0.64,24,9,33,0.86,13,21,374,0.397,6,0.21,186,6.6,4/11/10
Iona,2010,besr,26,888,234,0.264,100,26,45,1.73,14,0.54,32,7,39,1.23,11,2,333,0.375,6,0.23,144,5.5,4/11/10
Princeton,2010,besr,27,953,251,0.263,91,27,46,1.7,21,0.78,18,3,21,0.67,8,14,368,0.386,4,0.15,134,5,4/11/10
Monmouth,2010,besr,24,794,209,0.263,65,24,47,1.96,17,0.71,27,6,33,1.13,7,20,317,0.399,5,0.21,133,5.5,4/11/10
Chicago St.,2010,besr,23,707,186,0.263,67,23,35,1.52,8,0.35,19,9,28,0.83,8,10,249,0.352,2,0.09,86,3.7,4/11/10
Xavier,2010,besr,32,1110,292,0.263,110,32,51,1.59,16,0.5,34,9,43,1.06,10,23,391,0.352,NA,NA,152,4.8,4/11/10
Ark.-Pine Bluff,2010,besr,20,686,180,0.262,62,20,51,2.55,12,0.6,21,10,31,1.05,8,4,275,0.401,4,0.2,100,5,4/11/10
Wake Forest,2010,besr,34,1174,308,0.262,149,34,70,2.06,28,0.82,62,17,79,1.82,8,14,466,0.397,2,0.06,187,5.5,4/11/10
Kennesaw St.,2010,besr,34,1204,315,0.262,127,34,61,1.79,30,0.88,37,12,49,1.09,10,18,478,0.397,6,0.18,207,6.1,4/11/10
Albany (NY),2010,besr,24,798,208,0.261,90,24,25,1.04,18,0.75,24,10,34,1,10,7,293,0.367,3,0.13,114,4.8,4/11/10
UNC Greensboro,2010,besr,32,1093,279,0.255,146,32,54,1.69,18,0.56,37,9,46,1.16,12,24,409,0.374,11,0.34,197,6.2,4/11/10
Pepperdine,2010,besr,27,899,228,0.254,99,27,47,1.74,14,0.52,16,9,25,0.59,7,17,319,0.355,1,0.04,133,4.9,4/11/10
Alabama St.,2010,besr,20,639,162,0.254,81,20,38,1.9,5,0.25,45,13,58,2.25,3,9,217,0.34,1,0.05,131,6.6,4/11/10
NJIT,2010,besr,26,822,208,0.253,91,26,36,1.38,8,0.31,19,8,27,0.73,1,11,270,0.328,1,0.04,88,3.4,4/11/10
Centenary (LA),2010,besr,27,863,218,0.253,122,27,48,1.78,15,0.56,45,12,57,1.67,9,25,319,0.37,4,0.15,149,5.5,4/11/10
Northern Ill.,2010,besr,30,1027,259,0.252,126,30,39,1.3,13,0.43,42,11,53,1.4,10,23,343,0.334,3,0.1,142,4.7,4/11/10
Harvard,2010,besr,27,848,213,0.251,103,27,43,1.59,11,0.41,35,18,53,1.3,8,8,297,0.35,4,0.15,119,4.4,4/11/10
Quinnipiac,2010,besr,24,793,198,0.25,102,24,28,1.17,7,0.29,12,6,18,0.5,4,3,251,0.317,2,0.08,95,4,4/11/10
Maryland,2010,besr,34,1091,272,0.249,119,34,48,1.41,20,0.59,72,27,99,2.12,11,40,380,0.348,NA,NA,153,4.5,4/11/10
Cincinnati,2010,besr,29,951,234,0.246,89,29,39,1.34,15,0.52,31,12,43,1.07,13,19,324,0.341,3,0.1,151,5.2,4/11/10
Seton Hall,2010,besr,28,906,219,0.242,114,28,47,1.68,4,0.14,28,14,42,1,18,27,306,0.338,14,0.5,131,4.7,4/11/10
UMES,2010,besr,30,912,216,0.237,75,30,31,1.03,8,0.27,43,13,56,1.43,4,15,285,0.313,7,0.23,99,3.3,4/11/10
Georgia St.,2010,besr,37,1374,520,0.378,209,37,107,2.89,69,1.86,55,16,71,1.49,32,25,858,0.624,12,0.32,444,12,4/18/10
Pittsburgh,2010,besr,35,1315,486,0.37,144,35,104,2.97,21,0.6,66,19,85,1.89,18,24,673,0.512,10,0.29,330,9.4,4/18/10
New Mexico St.,2010,besr,39,1463,537,0.367,276,39,102,2.62,83,2.13,18,4,22,0.46,19,8,910,0.622,11,0.28,445,11.4,4/18/10
Arizona,2010,besr,35,1255,445,0.355,127,35,81,2.31,24,0.69,71,25,96,2.03,15,32,636,0.507,19,0.54,300,8.6,4/18/10
Southeast Mo. St.,2010,besr,35,1265,448,0.354,128,35,88,2.51,53,1.51,31,15,46,0.89,18,11,707,0.559,6,0.17,304,8.7,4/18/10
VMI,2010,besr,37,1349,477,0.354,116,37,104,2.81,65,1.76,63,24,87,1.7,16,26,796,0.59,10,0.27,340,9.2,4/18/10
Utah Valley,2010,besr,31,1182,416,0.352,125,31,97,3.13,38,1.23,23,9,32,0.74,11,5,643,0.544,8,0.26,284,9.2,4/18/10
Dallas Baptist,2010,besr,36,1314,457,0.348,169,36,94,2.61,58,1.61,14,7,21,0.39,19,16,741,0.564,8,0.22,325,9,4/18/10
Auburn,2010,besr,37,1349,467,0.346,153,37,80,2.16,61,1.65,36,16,52,0.97,25,32,752,0.557,11,0.3,331,8.9,4/18/10
New Mexico,2010,besr,37,1359,470,0.346,148,37,101,2.73,22,0.59,30,23,53,0.81,20,37,673,0.495,18,0.49,301,8.1,4/18/10
