,name,g,ab,h,ba,bb,2b,2b.pg,pg,hr,hr.pg,sb,cs,sba,sb.pg,sf,sh,tb,slg.pct,3b,3b.pg,r,r.pg,through
809,Cal Poly,23,723,186,0.257,84,23,45,1.96,5,0.22,13,10,23,0.57,10,33,256,0.354,5,0.22,104,4.5,4/3/11
810,Hawaii,28,942,242,0.257,118,28,49,1.75,8,0.29,35,13,48,1.25,9,20,333,0.354,9,0.32,136,4.9,4/3/11
811,Tulane,28,907,233,0.257,103,28,43,1.54,11,0.39,24,15,39,0.86,10,13,323,0.356,7,0.25,125,4.5,4/3/11
812,UNC Greensboro,26,865,222,0.257,126,26,38,1.46,10,0.38,22,5,27,0.85,9,38,306,0.354,8,0.31,145,5.6,4/3/11
813,Louisville,27,877,225,0.257,102,27,43,1.59,13,0.48,30,14,44,1.11,12,17,325,0.371,9,0.33,128,4.7,4/3/11
814,Chicago St.,18,612,157,0.257,72,18,22,1.22,5,0.28,17,5,22,0.94,4,8,202,0.33,4,0.22,97,5.4,4/3/11
815,Nevada,23,753,193,0.256,79,23,37,1.61,13,0.57,15,11,26,0.65,5,19,281,0.373,6,0.26,88,3.8,4/3/11
816,Princeton,22,754,193,0.256,77,22,33,1.5,9,0.41,17,3,20,0.77,7,5,273,0.362,10,0.45,118,5.4,4/3/11
817,Towson,28,915,234,0.256,117,28,55,1.96,9,0.32,30,14,44,1.07,15,22,328,0.358,6,0.21,139,5,4/3/11
818,Iowa,25,833,213,0.256,109,25,35,1.4,1,0.04,30,13,43,1.2,11,44,265,0.318,7,0.28,120,4.8,4/3/11
819,Lipscomb,28,955,244,0.255,76,28,46,1.64,12,0.43,29,5,34,1.04,8,14,336,0.352,5,0.18,130,4.6,4/3/11
820,San Francisco,28,949,242,0.255,89,28,50,1.79,9,0.32,26,13,39,0.93,9,12,335,0.353,8,0.29,104,3.7,4/3/11
821,Pacific,24,808,206,0.255,72,24,43,1.79,7,0.29,27,11,38,1.13,8,15,282,0.349,6,0.25,104,4.3,4/3/11
822,Eastern Ill.,25,832,212,0.255,50,25,33,1.32,8,0.32,15,8,23,0.6,2,17,275,0.331,3,0.12,86,3.4,4/3/11
823,Alcorn,26,864,220,0.255,114,26,45,1.73,11,0.42,57,18,75,2.19,14,7,310,0.359,6,0.23,144,5.5,4/3/11
824,Marshall,26,884,225,0.255,99,26,38,1.46,14,0.54,46,17,63,1.77,12,12,321,0.363,8,0.31,135,5.2,4/3/11
825,North Dakota St.,18,609,155,0.255,43,18,26,1.44,4,0.22,11,8,19,0.61,4,21,195,0.32,1,0.06,62,3.4,4/3/11
826,Albany (NY),22,752,191,0.254,102,22,36,1.64,11,0.5,23,11,34,1.05,11,17,282,0.375,11,0.5,119,5.4,4/3/11
827,Texas,28,914,232,0.254,139,28,50,1.79,5,0.18,36,8,44,1.29,6,45,321,0.351,12,0.43,148,5.3,4/3/11
828,NYIT,18,552,140,0.254,52,18,19,1.06,3,0.17,22,10,32,1.22,2,7,168,0.304,NA,NA,54,3,4/3/11
829,George Washington,28,927,235,0.254,99,28,47,1.68,11,0.39,40,12,52,1.43,10,24,315,0.34,NA,NA,128,4.6,4/3/11
830,Boston College,25,811,205,0.253,102,25,41,1.64,7,0.28,13,13,26,0.52,4,8,277,0.342,5,0.2,106,4.2,4/3/11
831,UC Davis,22,726,183,0.252,61,22,27,1.23,8,0.36,16,12,28,0.73,5,18,238,0.328,2,0.09,76,3.5,4/3/11
832,Coastal Caro.,28,938,236,0.252,122,28,46,1.64,20,0.71,44,7,51,1.57,12,32,360,0.384,9,0.32,162,5.8,4/3/11
833,Davidson,27,866,217,0.251,133,27,50,1.85,9,0.33,32,11,43,1.19,10,27,300,0.346,3,0.11,123,4.6,4/3/11
834,Rutgers,25,871,218,0.25,74,25,36,1.44,8,0.32,15,8,23,0.6,9,16,288,0.331,5,0.2,111,4.4,4/3/11
835,Northwestern St.,28,963,241,0.25,87,28,46,1.64,7,0.25,32,12,44,1.14,10,13,314,0.326,3,0.11,110,3.9,4/3/11
836,Cornell,20,660,165,0.25,61,20,27,1.35,9,0.45,15,9,24,0.75,4,16,233,0.353,7,0.35,86,4.3,4/3/11
837,San Diego St.,28,932,233,0.25,127,28,47,1.68,12,0.43,27,10,37,0.96,6,18,332,0.356,8,0.29,129,4.6,4/3/11
838,Northern Colo.,21,674,168,0.249,68,21,31,1.48,1,0.05,30,15,45,1.43,10,17,222,0.329,10,0.48,93,4.4,4/3/11
839,Ohio,27,916,228,0.249,79,27,41,1.52,18,0.67,21,10,31,0.78,9,20,341,0.372,9,0.33,134,5,4/3/11
840,Oral Roberts,21,720,179,0.249,105,21,42,2,6,0.29,16,2,18,0.76,3,19,241,0.335,1,0.05,99,4.7,4/3/11
841,Niagara,26,846,210,0.248,64,26,38,1.46,9,0.35,22,14,36,0.85,7,6,279,0.33,2,0.08,92,3.5,4/3/11
842,Old Dominion,29,970,240,0.247,115,29,53,1.83,27,0.93,23,9,32,0.79,2,21,386,0.398,6,0.21,153,5.3,4/3/11
843,Centenary (LA),16,500,123,0.246,30,16,17,1.06,6,0.38,23,10,33,1.44,5,12,160,0.32,1,0.06,48,3,4/3/11
844,Michigan,25,843,207,0.246,92,25,37,1.48,4,0.16,37,11,48,1.48,6,14,262,0.311,3,0.12,98,3.9,4/3/11
845,Seton Hall,25,857,210,0.245,64,25,25,1,7,0.28,21,12,33,0.84,8,31,264,0.308,4,0.16,100,4,4/3/11
846,Western Mich.,28,923,226,0.245,83,28,36,1.29,5,0.18,25,15,40,0.89,9,42,283,0.307,3,0.11,122,4.4,4/3/11
847,Washington,25,818,200,0.244,70,25,41,1.64,4,0.16,7,11,18,0.28,2,29,259,0.317,3,0.12,100,4,4/3/11
848,Pepperdine,27,896,219,0.244,77,27,40,1.48,7,0.26,28,9,37,1.04,9,44,282,0.315,1,0.04,112,4.1,4/3/11
849,UCLA,23,753,184,0.244,78,23,40,1.74,4,0.17,39,15,54,1.7,4,20,242,0.321,3,0.13,94,4.1,4/3/11
850,Army,24,762,186,0.244,80,24,41,1.71,11,0.46,30,5,35,1.25,6,21,268,0.352,4,0.17,131,5.5,4/3/11
851,Kansas,27,871,212,0.243,82,27,36,1.33,7,0.26,26,16,42,0.96,6,19,283,0.325,7,0.26,85,3.1,4/3/11
852,Notre Dame,26,851,207,0.243,86,26,44,1.69,7,0.27,26,19,45,1,4,37,280,0.329,4,0.15,96,3.7,4/3/11
853,Central Ark.,29,939,228,0.243,148,29,44,1.52,12,0.41,25,4,29,0.86,11,33,326,0.347,9,0.31,161,5.6,4/3/11
854,Nicholls St.,27,879,213,0.242,76,27,29,1.07,5,0.19,36,14,50,1.33,10,13,269,0.306,6,0.22,130,4.8,4/3/11
855,Saint Joseph's,27,913,221,0.242,129,27,37,1.37,4,0.15,29,9,38,1.07,9,14,276,0.302,3,0.11,131,4.9,4/3/11
856,Maryland,28,880,213,0.242,98,28,34,1.21,6,0.21,48,13,61,1.71,7,22,271,0.308,3,0.11,114,4.1,4/3/11
857,Le Moyne,28,926,222,0.24,90,28,34,1.21,11,0.39,29,14,43,1.04,7,23,299,0.323,5,0.18,124,4.4,4/3/11
858,Alabama A&M,26,753,180,0.239,50,26,25,0.96,1,0.04,32,12,44,1.23,4,12,216,0.287,4,0.15,67,2.6,4/3/11
859,Ball St.,25,842,200,0.238,88,25,35,1.4,8,0.32,30,14,44,1.2,10,19,269,0.319,5,0.2,107,4.3,4/3/11
860,Toledo,26,856,203,0.237,63,26,35,1.35,5,0.19,34,12,46,1.31,6,15,263,0.307,5,0.19,93,3.6,4/3/11
861,Youngstown St.,24,797,188,0.236,87,24,23,0.96,2,0.08,27,12,39,1.13,8,20,225,0.282,4,0.17,79,3.3,4/3/11
862,Siena,26,825,193,0.234,87,26,30,1.15,15,0.58,21,11,32,0.81,9,21,274,0.332,3,0.12,112,4.3,4/3/11
863,Harvard,23,732,170,0.232,56,23,28,1.22,4,0.17,37,12,49,1.61,5,12,212,0.29,1,0.04,70,3,4/3/11
864,Hartford,23,720,167,0.232,71,23,30,1.3,9,0.39,15,14,29,0.65,4,18,236,0.328,6,0.26,79,3.4,4/3/11
865,Cleveland St.,23,764,176,0.23,83,23,29,1.26,6,0.26,38,9,47,1.65,11,18,227,0.297,2,0.09,92,4,4/3/11
866,Oregon,26,851,195,0.229,109,26,38,1.46,7,0.27,38,9,47,1.46,14,37,264,0.31,5,0.19,115,4.4,4/3/11
867,Valparaiso,26,860,197,0.229,91,26,36,1.38,9,0.35,38,9,47,1.46,8,13,272,0.316,6,0.23,104,4,4/3/11
868,Fairfield,22,724,165,0.228,58,22,33,1.5,4,0.18,30,10,40,1.36,5,9,216,0.298,3,0.14,78,3.5,4/3/11
869,Wake Forest,27,891,203,0.228,130,27,43,1.59,25,0.93,33,15,48,1.22,11,5,325,0.365,2,0.07,133,4.9,4/3/11
870,IPFW,20,633,142,0.224,78,20,18,0.9,NA,NA,13,6,19,0.65,8,9,162,0.256,1,0.05,72,3.6,4/3/11
871,Sacramento St.,29,966,211,0.218,86,29,48,1.66,10,0.34,17,11,28,0.59,8,4,293,0.303,2,0.07,99,3.4,4/3/11
872,Akron,25,810,174,0.215,65,25,27,1.08,7,0.28,14,9,23,0.56,8,14,234,0.289,6,0.24,55,2.2,4/3/11
873,Brown,18,564,121,0.215,45,18,25,1.39,6,0.33,13,3,16,0.72,3,10,166,0.294,1,0.06,63,3.5,4/3/11
874,New Orleans,28,898,190,0.212,65,28,36,1.29,7,0.25,10,10,20,0.36,7,12,255,0.284,4,0.14,79,2.8,4/3/11
875,NJIT,19,597,126,0.211,58,19,31,1.63,7,0.37,9,4,13,0.47,8,10,186,0.312,4,0.21,70,3.7,4/3/11
876,Coppin St.,24,709,147,0.207,97,24,28,1.17,5,0.21,36,14,50,1.5,6,6,198,0.279,4,0.17,84,3.5,4/3/11
877,Temple,29,1100,382,0.347,81,29,74,2.55,28,0.97,23,6,29,0.79,17,17,552,0.502,6,0.21,253,8.7,4/10/11
878,New Mexico St.,32,1083,372,0.343,212,32,77,2.41,25,0.78,25,9,34,0.78,29,10,540,0.499,8,0.25,315,9.8,4/10/11
879,Arizona,33,1168,400,0.342,96,33,71,2.15,18,0.55,46,20,66,1.39,21,24,553,0.473,14,0.42,248,7.5,4/10/11
880,James Madison,33,1176,395,0.336,167,33,78,2.36,62,1.88,104,20,124,3.15,19,20,693,0.589,17,0.52,332,10.1,4/10/11
881,Oklahoma,32,1106,364,0.329,120,32,68,2.13,28,0.88,39,18,57,1.22,10,23,542,0.49,13,0.41,253,7.9,4/10/11
882,Gardner-Webb,29,1059,347,0.328,149,29,69,2.38,14,0.48,46,15,61,1.59,16,12,468,0.442,5,0.17,251,8.7,4/10/11
883,Georgia Tech,33,1183,386,0.326,147,33,86,2.61,21,0.64,35,10,45,1.06,11,17,557,0.471,11,0.33,245,7.4,4/10/11
884,Wright St.,28,996,323,0.324,115,28,60,2.14,17,0.61,33,12,45,1.18,11,27,448,0.45,7,0.25,203,7.3,4/10/11
885,Jacksonville St.,32,1118,360,0.322,133,32,61,1.91,22,0.69,36,10,46,1.13,17,14,503,0.45,8,0.25,219,6.8,4/10/11
886,Memphis,31,1050,337,0.321,139,31,69,2.23,21,0.68,42,14,56,1.35,23,20,489,0.466,10,0.32,224,7.2,4/10/11
887,Dartmouth,23,841,269,0.32,79,23,56,2.43,15,0.65,17,5,22,0.74,8,5,398,0.473,14,0.61,188,8.2,4/10/11
888,Southern U.,30,1004,321,0.32,132,30,51,1.7,24,0.8,38,13,51,1.27,36,12,476,0.474,16,0.53,245,8.2,4/10/11
889,Georgia St.,34,1156,369,0.319,211,34,86,2.53,32,0.94,65,20,85,1.91,21,31,565,0.489,7,0.21,275,8.1,4/10/11
890,Clemson,31,1044,331,0.317,171,31,62,2,18,0.58,47,13,60,1.52,27,15,473,0.453,13,0.42,230,7.4,4/10/11
891,Purdue,31,1095,347,0.317,129,31,72,2.32,18,0.58,51,18,69,1.65,22,26,497,0.454,12,0.39,231,7.5,4/10/11
892,Arizona St.,31,1064,337,0.317,115,31,71,2.29,18,0.58,51,27,78,1.65,18,12,486,0.457,12,0.39,195,6.3,4/10/11
893,Michigan St.,27,918,290,0.316,86,27,54,2,11,0.41,48,20,68,1.78,14,29,393,0.428,8,0.3,153,5.7,4/10/11
894,Murray St.,30,977,308,0.315,110,30,55,1.83,10,0.33,15,10,25,0.5,7,25,405,0.415,6,0.2,188,6.3,4/10/11
895,Vanderbilt,33,1092,344,0.315,133,33,60,1.82,12,0.36,41,23,64,1.24,11,39,454,0.416,7,0.21,222,6.7,4/10/11
896,Mercer,35,1267,398,0.314,167,35,77,2.2,50,1.43,46,12,58,1.31,13,21,643,0.507,9,0.26,298,8.5,4/10/11
897,Florida,33,1124,352,0.313,129,33,64,1.94,22,0.67,28,14,42,0.85,10,28,498,0.443,8,0.24,216,6.5,4/10/11
898,Jacksonville,32,1131,354,0.313,140,32,60,1.88,28,0.88,46,10,56,1.44,16,17,512,0.453,7,0.22,246,7.7,4/10/11
899,Missouri St.,30,1090,341,0.313,127,30,57,1.9,18,0.6,36,13,49,1.2,15,12,470,0.431,9,0.3,191,6.4,4/10/11
900,Western Ky.,32,1137,355,0.312,170,32,68,2.13,25,0.78,33,12,45,1.03,17,15,520,0.457,11,0.34,226,7.1,4/10/11
901,West Virginia,34,1121,350,0.312,95,34,64,1.88,24,0.71,18,10,28,0.53,15,56,498,0.444,6,0.18,224,6.6,4/10/11
902,UNC Wilmington,30,1074,335,0.312,89,30,60,2,21,0.7,54,11,65,1.8,19,19,476,0.443,9,0.3,201,6.7,4/10/11
903,CSU Bakersfield,30,1055,328,0.311,100,30,61,2.03,11,0.37,27,9,36,0.9,27,10,440,0.417,9,0.3,209,7,4/10/11
904,Auburn,32,1128,350,0.31,119,32,75,2.34,23,0.72,21,18,39,0.66,10,26,502,0.445,4,0.13,204,6.4,4/10/11
905,Ga. Southern,32,1140,353,0.31,121,32,61,1.91,27,0.84,40,14,54,1.25,11,28,509,0.446,7,0.22,232,7.3,4/10/11
906,Stanford,24,851,263,0.309,71,24,50,2.08,14,0.58,15,8,23,0.63,10,8,371,0.436,8,0.33,143,6,4/10/11
907,UCF,29,1111,343,0.309,130,29,79,2.72,26,0.9,49,12,61,1.69,20,14,516,0.464,8,0.28,221,7.6,4/10/11
908,Southern Miss.,31,1096,337,0.307,134,31,55,1.77,30,0.97,16,8,24,0.52,14,34,504,0.46,11,0.35,245,7.9,4/10/11
909,TCU,32,1101,338,0.307,107,32,69,2.16,25,0.78,46,19,65,1.44,12,30,508,0.461,13,0.41,194,6.1,4/10/11
910,Pittsburgh,30,1043,320,0.307,125,30,50,1.67,13,0.43,45,21,66,1.5,9,22,441,0.423,16,0.53,205,6.8,4/10/11
911,Evansville,29,1011,310,0.307,102,29,68,2.34,19,0.66,60,27,87,2.07,11,26,457,0.452,11,0.38,193,6.7,4/10/11
912,California,29,1016,311,0.306,107,29,67,2.31,13,0.45,31,14,45,1.07,9,35,435,0.428,9,0.31,193,6.7,4/10/11
913,Dallas Baptist,32,1098,335,0.305,171,32,71,2.22,32,1,41,7,48,1.28,26,17,524,0.477,11,0.34,267,8.3,4/10/11
914,Oklahoma St.,32,1112,339,0.305,103,32,75,2.34,22,0.69,20,8,28,0.63,16,18,518,0.466,19,0.59,197,6.2,4/10/11
915,North Florida,33,1187,361,0.304,131,33,63,1.91,41,1.24,26,15,41,0.79,15,18,565,0.476,9,0.27,247,7.5,4/10/11
916,Stony Brook,27,938,285,0.304,93,27,64,2.37,8,0.3,33,9,42,1.22,14,15,385,0.41,6,0.22,175,6.5,4/10/11
917,East Tenn. St.,29,972,295,0.303,133,29,58,2,42,1.45,20,9,29,0.69,8,26,491,0.505,6,0.21,204,7,4/10/11
918,Texas Tech,33,1104,334,0.303,163,33,67,2.03,14,0.42,64,12,76,1.94,22,26,459,0.416,8,0.24,217,6.6,4/10/11
919,North Carolina,34,1174,355,0.302,191,34,65,1.91,24,0.71,53,14,67,1.56,21,14,530,0.451,19,0.56,272,8,4/10/11
920,Campbell,35,1171,354,0.302,109,35,78,2.23,14,0.4,69,25,94,1.97,22,14,484,0.413,5,0.14,249,7.1,4/10/11
921,UNLV,34,1170,353,0.302,131,34,59,1.74,29,0.85,51,23,74,1.5,12,8,519,0.444,10,0.29,236,6.9,4/10/11
922,Virginia,34,1178,355,0.301,135,34,76,2.24,8,0.24,49,21,70,1.44,18,29,471,0.4,8,0.24,254,7.5,4/10/11
923,Jackson St.,31,1036,312,0.301,122,31,57,1.84,18,0.58,65,16,81,2.1,16,18,455,0.439,16,0.52,228,7.4,4/10/11
924,Sam Houston St.,34,1161,349,0.301,142,34,69,2.03,13,0.38,62,25,87,1.82,15,18,475,0.409,9,0.26,196,5.8,4/10/11
925,Charlotte,32,1045,314,0.3,160,32,55,1.72,7,0.22,64,15,79,2,20,33,420,0.402,15,0.47,233,7.3,4/10/11
926,Delaware St.,31,1032,310,0.3,129,31,59,1.9,15,0.48,25,6,31,0.81,7,16,424,0.411,5,0.16,211,6.8,4/10/11
927,UC Irvine,28,917,275,0.3,122,28,48,1.71,6,0.21,27,15,42,0.96,16,27,365,0.398,12,0.43,187,6.7,4/10/11
928,LSU,32,1052,315,0.299,115,32,51,1.59,23,0.72,58,17,75,1.81,17,38,453,0.431,9,0.28,227,7.1,4/10/11
929,South Dakota St.,24,892,267,0.299,89,24,49,2.04,14,0.58,17,9,26,0.71,14,12,376,0.422,9,0.38,151,6.3,4/10/11
930,Indiana St.,30,1033,309,0.299,131,30,65,2.17,16,0.53,32,16,48,1.07,14,19,454,0.439,16,0.53,213,7.1,4/10/11
931,Marist,30,1061,317,0.299,156,30,55,1.83,21,0.7,27,11,38,0.9,7,23,445,0.419,5,0.17,226,7.5,4/10/11
932,Savannah St.,35,1081,322,0.298,154,35,71,2.03,11,0.31,101,22,123,2.89,22,15,448,0.414,11,0.31,239,6.8,4/10/11
933,Winthrop,32,1086,323,0.297,121,32,45,1.41,8,0.25,50,12,62,1.56,20,29,402,0.37,5,0.16,184,5.8,4/10/11
934,Texas St.,31,1066,317,0.297,156,31,41,1.32,33,1.06,58,14,72,1.87,12,28,473,0.444,8,0.26,231,7.5,4/10/11
935,Mt. St. Mary's,28,922,274,0.297,96,28,45,1.61,9,0.32,40,21,61,1.43,12,13,358,0.388,6,0.21,153,5.5,4/10/11
936,Fla. Atlantic,32,1064,316,0.297,133,32,67,2.09,19,0.59,32,18,50,1,18,16,450,0.423,5,0.16,215,6.7,4/10/11
937,VCU,30,1062,315,0.297,116,30,58,1.93,9,0.3,51,14,65,1.7,17,25,424,0.399,12,0.4,187,6.2,4/10/11
938,A&M-Corpus Christi,36,1197,355,0.297,147,36,62,1.72,26,0.72,41,20,61,1.14,15,13,523,0.437,14,0.39,231,6.4,4/10/11
939,Morehead St.,30,1067,316,0.296,96,30,66,2.2,28,0.93,22,19,41,0.73,10,16,476,0.446,5,0.17,179,6,4/10/11
940,Tennessee Tech,30,1044,308,0.295,116,30,45,1.5,24,0.8,22,4,26,0.73,9,22,447,0.428,11,0.37,179,6,4/10/11
941,George Mason,34,1197,353,0.295,163,34,69,2.03,31,0.91,24,13,37,0.71,25,22,533,0.445,9,0.26,240,7.1,4/10/11
942,Radford,31,1072,316,0.295,103,31,70,2.26,19,0.61,59,21,80,1.9,14,21,465,0.434,11,0.35,202,6.5,4/10/11
943,Col. of Charleston,32,1114,328,0.294,153,32,80,2.5,36,1.13,45,9,54,1.41,22,9,528,0.474,6,0.19,244,7.6,4/10/11
944,Buffalo,28,972,286,0.294,103,28,62,2.21,31,1.11,30,6,36,1.07,15,17,449,0.462,4,0.14,178,6.4,4/10/11
945,Tennessee,32,1054,310,0.294,113,32,60,1.88,20,0.63,64,17,81,2,10,21,444,0.421,7,0.22,191,6,4/10/11
946,Loyola Marymount,30,986,290,0.294,87,30,54,1.8,6,0.2,38,25,63,1.27,10,33,372,0.377,5,0.17,137,4.6,4/10/11
947,Xavier,34,1204,354,0.294,118,34,55,1.62,21,0.62,50,17,67,1.47,13,33,484,0.402,6,0.18,215,6.3,4/10/11
948,Southeast Mo. St.,31,1099,323,0.294,123,31,65,2.1,25,0.81,32,12,44,1.03,17,19,469,0.427,3,0.1,201,6.5,4/10/11
949,High Point,35,1181,347,0.294,108,35,65,1.86,11,0.31,23,12,35,0.66,10,46,449,0.38,2,0.06,203,5.8,4/10/11
950,Manhattan,26,851,250,0.294,84,26,50,1.92,12,0.46,31,17,48,1.19,13,31,350,0.411,7,0.27,141,5.4,4/10/11
951,Troy,31,1022,300,0.294,153,31,73,2.35,14,0.45,33,12,45,1.06,18,26,433,0.424,9,0.29,217,7,4/10/11
952,FIU,35,1218,357,0.293,144,35,69,1.97,29,0.83,45,20,65,1.29,9,16,523,0.429,5,0.14,212,6.1,4/10/11
953,Southeastern La.,33,1106,324,0.293,135,33,62,1.88,19,0.58,40,24,64,1.21,10,28,457,0.413,7,0.21,212,6.4,4/10/11
954,Rhode Island,30,1052,308,0.293,87,30,52,1.73,13,0.43,67,21,88,2.23,13,19,431,0.41,16,0.53,179,6,4/10/11
955,Kentucky,33,1084,317,0.292,124,33,70,2.12,27,0.82,57,14,71,1.73,12,40,478,0.441,5,0.15,194,5.9,4/10/11
956,Longwood,35,1156,338,0.292,106,35,66,1.89,24,0.69,35,5,40,1,18,26,480,0.415,2,0.06,219,6.3,4/10/11
957,Charleston So.,35,1180,345,0.292,117,35,47,1.34,14,0.4,46,16,62,1.31,14,47,446,0.378,6,0.17,194,5.5,4/10/11
958,Mississippi St.,32,1062,310,0.292,144,32,51,1.59,14,0.44,51,16,67,1.59,13,23,423,0.398,10,0.31,207,6.5,4/10/11
959,Duke,35,1172,341,0.291,140,35,67,1.91,6,0.17,64,20,84,1.83,21,22,458,0.391,16,0.46,207,5.9,4/10/11
960,Stephen F. Austin,33,1166,339,0.291,122,33,57,1.73,15,0.45,53,21,74,1.61,15,17,453,0.389,6,0.18,202,6.1,4/10/11
961,Tex.-Pan American,23,774,225,0.291,89,23,37,1.61,7,0.3,15,19,34,0.65,6,10,293,0.379,5,0.22,127,5.5,4/10/11
962,Texas A&M,32,1101,320,0.291,96,32,48,1.5,16,0.5,54,19,73,1.69,12,33,448,0.407,16,0.5,191,6,4/10/11
963,Illinois St.,30,1020,296,0.29,155,30,70,2.33,26,0.87,58,12,70,1.93,12,18,458,0.449,7,0.23,226,7.5,4/10/11
964,Florida St.,32,1096,318,0.29,214,32,80,2.5,29,0.91,37,16,53,1.16,14,11,493,0.45,4,0.13,237,7.4,4/10/11
965,VMI,32,1065,309,0.29,87,32,54,1.69,16,0.5,24,11,35,0.75,12,36,415,0.39,2,0.06,160,5,4/10/11
966,South Carolina,31,1031,299,0.29,141,31,63,2.03,30,0.97,21,11,32,0.68,9,30,470,0.456,9,0.29,206,6.6,4/10/11
967,Eastern Mich.,31,1072,310,0.289,124,31,69,2.23,13,0.42,35,9,44,1.13,11,28,436,0.407,9,0.29,190,6.1,4/10/11
968,Indiana,31,1131,327,0.289,113,31,62,2,14,0.45,49,13,62,1.58,12,25,443,0.392,6,0.19,190,6.1,4/10/11
969,Stetson,32,1094,316,0.289,128,32,52,1.63,12,0.38,36,10,46,1.13,14,23,426,0.389,11,0.34,192,6,4/10/11
970,Richmond,32,1122,324,0.289,114,32,64,2,14,0.44,48,12,60,1.5,12,34,440,0.392,5,0.16,174,5.4,4/10/11
971,Yale,27,909,262,0.288,98,27,48,1.78,9,0.33,29,21,50,1.07,10,27,349,0.384,6,0.22,158,5.9,4/10/11
972,McNeese St.,34,1173,338,0.288,163,34,70,2.06,10,0.29,36,9,45,1.06,14,21,464,0.396,13,0.38,216,6.4,4/10/11
973,Utah,25,848,244,0.288,81,25,44,1.76,10,0.4,22,10,32,0.88,9,29,336,0.396,9,0.36,135,5.4,4/10/11
974,Houston,34,1172,337,0.288,119,34,64,1.88,13,0.38,39,14,53,1.15,11,34,474,0.404,17,0.5,202,5.9,4/10/11
975,Lehigh,32,1047,301,0.287,115,32,55,1.72,12,0.38,64,17,81,2,17,16,402,0.384,5,0.16,191,6,4/10/11
976,Ole Miss,33,1117,321,0.287,117,33,56,1.7,23,0.7,34,8,42,1.03,11,24,456,0.408,5,0.15,184,5.6,4/10/11
977,Austin Peay,30,1006,289,0.287,121,30,54,1.8,17,0.57,61,16,77,2.03,22,15,414,0.412,10,0.33,181,6,4/10/11
978,Liberty,33,1142,328,0.287,100,33,61,1.85,17,0.52,71,14,85,2.15,15,21,454,0.398,7,0.21,196,5.9,4/10/11
979,South Ala.,31,1076,309,0.287,114,31,68,2.19,20,0.65,29,17,46,0.94,11,11,445,0.414,4,0.13,175,5.6,4/10/11
980,Binghamton,25,822,236,0.287,75,25,40,1.6,12,0.48,25,11,36,1,5,18,316,0.384,2,0.08,131,5.2,4/10/11
981,Penn,27,906,260,0.287,100,27,52,1.93,21,0.78,40,12,52,1.48,10,20,387,0.427,6,0.22,161,6,4/10/11
982,Cincinnati,29,955,274,0.287,117,29,51,1.76,15,0.52,37,17,54,1.28,10,16,374,0.392,2,0.07,155,5.3,4/10/11
983,Bradley,30,1022,293,0.287,131,30,52,1.73,9,0.3,55,17,72,1.83,14,42,394,0.386,11,0.37,194,6.5,4/10/11
984,UC Riverside,26,908,260,0.286,109,26,57,2.19,7,0.27,20,7,27,0.77,9,24,346,0.381,4,0.15,137,5.3,4/10/11
985,Rider,29,954,273,0.286,101,29,48,1.66,9,0.31,36,11,47,1.24,19,22,350,0.367,1,0.03,174,6,4/10/11
986,Oakland,21,720,206,0.286,87,21,25,1.19,6,0.29,51,15,66,2.43,10,16,255,0.354,3,0.14,110,5.2,4/10/11
987,Kent St.,30,1043,298,0.286,113,30,51,1.7,17,0.57,21,10,31,0.7,14,18,418,0.401,9,0.3,167,5.6,4/10/11
988,BYU,29,1001,286,0.286,126,29,61,2.1,18,0.62,38,10,48,1.31,12,31,429,0.429,14,0.48,181,6.2,4/10/11
989,Saint Louis,32,1148,328,0.286,144,32,60,1.88,8,0.25,43,12,55,1.34,15,12,420,0.366,4,0.13,191,6,4/10/11
990,Norfolk St.,30,949,271,0.286,114,30,50,1.67,9,0.3,43,19,62,1.43,8,18,358,0.377,5,0.17,150,5,4/10/11
991,Columbia,27,904,258,0.285,100,27,44,1.63,11,0.41,36,12,48,1.33,14,16,345,0.382,5,0.19,147,5.4,4/10/11
992,Penn St.,29,997,284,0.285,119,29,59,2.03,18,0.62,31,8,39,1.07,7,11,421,0.422,12,0.41,183,6.3,4/10/11
993,Texas-Arlington,32,1110,316,0.285,86,32,65,2.03,8,0.25,23,11,34,0.72,18,24,411,0.37,3,0.09,143,4.5,4/10/11
994,Grambling,30,1026,292,0.285,150,30,37,1.23,13,0.43,57,23,80,1.9,13,22,426,0.415,29,0.97,226,7.5,4/10/11
995,La.-Monroe,30,1016,289,0.284,124,30,54,1.8,14,0.47,35,10,45,1.17,12,24,395,0.389,5,0.17,177,5.9,4/10/11
996,Nebraska,34,1156,328,0.284,115,34,63,1.85,25,0.74,37,18,55,1.09,17,34,482,0.417,8,0.24,219,6.4,4/10/11
997,Lafayette,28,934,265,0.284,97,28,45,1.61,12,0.43,27,14,41,0.96,15,15,362,0.388,8,0.29,144,5.1,4/10/11
998,Sacred Heart,30,1001,284,0.284,92,30,40,1.33,5,0.17,31,13,44,1.03,12,36,353,0.353,7,0.23,150,5,4/10/11
999,LIU Brooklyn,28,906,257,0.284,95,28,55,1.96,4,0.14,23,16,39,0.82,7,15,342,0.377,9,0.32,144,5.1,4/10/11
1000,Samford,34,1122,318,0.283,134,34,54,1.59,27,0.79,24,10,34,0.71,14,17,469,0.418,8,0.24,206,6.1,4/10/11
